Ref_Date,GEO,EST,Vector,Coordinate,Value
1964,Nova Scotia,Average yield per colony (pounds),v47871,3.3,58
1965,Nova Scotia,Average yield per colony (pounds),v47871,3.3,87
1966,Nova Scotia,Average yield per colony (pounds),v47871,3.3,59
1967,Nova Scotia,Average yield per colony (pounds),v47871,3.3,67
1968,Nova Scotia,Average yield per colony (pounds),v47871,3.3,53
1969,Nova Scotia,Average yield per colony (pounds),v47871,3.3,65
1970,Nova Scotia,Average yield per colony (pounds),v47871,3.3,61
1971,Nova Scotia,Average yield per colony (pounds),v47871,3.3,69
1972,Nova Scotia,Average yield per colony (pounds),v47871,3.3,90
1973,Nova Scotia,Average yield per colony (pounds),v47871,3.3,89
1974,Nova Scotia,Average yield per colony (pounds),v47871,3.3,75
1975,Nova Scotia,Average yield per colony (pounds),v47871,3.3,80
1976,Nova Scotia,Average yield per colony (pounds),v47871,3.3,81
1977,Nova Scotia,Average yield per colony (pounds),v47871,3.3,82
1978,Nova Scotia,Average yield per colony (pounds),v47871,3.3,72
1979,Nova Scotia,Average yield per colony (pounds),v47871,3.3,63
1980,Nova Scotia,Average yield per colony (pounds),v47871,3.3,70
1981,Nova Scotia,Average yield per colony (pounds),v47871,3.3,95
1982,Nova Scotia,Average yield per colony (pounds),v47871,3.3,70
1983,Nova Scotia,Average yield per colony (pounds),v47871,3.3,80
1984,Nova Scotia,Average yield per colony (pounds),v47871,3.3,60
1985,Nova Scotia,Average yield per colony (pounds),v47871,3.3,65
1986,Nova Scotia,Average yield per colony (pounds),v47871,3.3,46
1987,Nova Scotia,Average yield per colony (pounds),v47871,3.3,81
1988,Nova Scotia,Average yield per colony (pounds),v47871,3.3,50
1989,Nova Scotia,Average yield per colony (pounds),v47871,3.3,70
1990,Nova Scotia,Average yield per colony (pounds),v47871,3.3,77
1991,Nova Scotia,Average yield per colony (pounds),v47871,3.3,66
1992,Nova Scotia,Average yield per colony (pounds),v47871,3.3,49
1993,Nova Scotia,Average yield per colony (pounds),v47871,3.3,76
1994,Nova Scotia,Average yield per colony (pounds),v47871,3.3,66
1995,Nova Scotia,Average yield per colony (pounds),v47871,3.3,66
1996,Nova Scotia,Average yield per colony (pounds),v47871,3.3,65
1997,Nova Scotia,Average yield per colony (pounds),v47871,3.3,65
1998,Nova Scotia,Average yield per colony (pounds),v47871,3.3,55
1999,Nova Scotia,Average yield per colony (pounds),v47871,3.3,66
2000,Nova Scotia,Average yield per colony (pounds),v47871,3.3,45
2001,Nova Scotia,Average yield per colony (pounds),v47871,3.3,31
2002,Nova Scotia,Average yield per colony (pounds),v47871,3.3,37
2003,Nova Scotia,Average yield per colony (pounds),v47871,3.3,43
2004,Nova Scotia,Average yield per colony (pounds),v47871,3.3,40
2005,Nova Scotia,Average yield per colony (pounds),v47871,3.3,39
1924,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,80
1925,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,75
1926,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,53
1927,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,48
1928,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,55
1929,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,64
1930,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,80
1931,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,57
1932,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,48
1933,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,69
1934,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,51
1935,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,47
1936,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,60
1937,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,46
1938,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,64
1939,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,77
1940,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,78
1941,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,83
1942,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,81
1943,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,72
1944,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,65
1945,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,83
1946,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,65
1947,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,112
1948,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,125
1949,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,103
1950,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,81
1951,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,143
1952,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,125
1953,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,137
1954,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,125
1955,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,134
1956,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,161
1957,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,170
1958,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,162
1959,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,180
1960,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,146
1961,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,250
1962,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,148
1963,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,213
1964,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,197
1965,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,303
1966,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,208
1967,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,236
1968,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,181
1969,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,214
1970,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,201
1971,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,235
1972,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,342
1973,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,347
1974,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,285
1975,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,384
1976,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,352
1977,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,410
1978,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,396
1979,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,384
1980,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,462
1981,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,636
1982,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,490
1983,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,560
1984,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,474
1985,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,520
1986,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,299
1987,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,454
1988,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,285
1989,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,420
1990,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,403
1991,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,463
1992,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,441
1993,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,627
1994,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,826
1995,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,661
1996,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,943
1997,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,640
1998,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,908
1999,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,1155
2000,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,800
2001,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,629
2002,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,755
2003,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,825
2004,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,785
2005,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,730
2006,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,637
2007,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,600
2008,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,392
2009,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,416
2010,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,528
2011,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,248
2012,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,400
2013,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,495
2014,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,430
2015,Nova Scotia,"Production of honey, total (pounds x 1,000)",v47881,3.4,420
1924,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,13
1925,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,11
1926,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,8
1927,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,6
1928,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,7
1929,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,8
1930,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,9
1931,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,6
1932,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,5
1933,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,9
1934,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,7
1935,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,8
1936,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,10
1937,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,7
1938,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,10
1939,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,12
1940,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,12
1941,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,13
1942,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,14
1943,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,13
1944,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,11
1945,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,17
1946,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,13
1947,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,30
1948,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,38
1949,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,28
1950,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,19
1951,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,30
1952,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,22
1953,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,25
1954,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,30
1955,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,31
1956,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,35
1957,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,37
1958,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,37
1959,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,40
1960,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,33
1961,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,41
1962,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,25
1963,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,40
1964,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,43
1965,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,67
1966,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,54
1967,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,54
1968,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,49
1969,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,49
1970,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,50
1971,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,59
1972,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,137
1973,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,160
1974,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,151
1975,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,250
1976,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,243
1977,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,308
1978,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,305
1979,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,311
1980,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,453
1981,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,668
1982,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,554
1983,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,633
1984,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,474
1985,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,574
1986,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,330
1987,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,619
1988,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,402
1989,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,572
1990,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,651
1991,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,630
1992,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,596
1993,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,855
1994,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1125
1995,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1050
1996,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1532
1997,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1016
1998,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1445
1999,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1825
2000,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1240
2001,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,692
2002,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1775
2003,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1650
2004,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1100
2005,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1900
2006,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,955
2007,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,900
2008,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,784
2009,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1248
2010,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1584
2011,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,745
2012,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1260
2013,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1559
2014,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1257
2015,Nova Scotia,"Value of honey, total (dollars x 1,000)",v47891,3.5,1297
1924,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,13
1925,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,12
1926,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,8
1927,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,7
1928,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,7
1929,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,8
1930,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,9
1931,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,6
1932,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,6
1933,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,9
1934,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,7
1935,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,8
1936,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,10
1937,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,8
1938,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,10
1939,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,12
1940,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,12
1941,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,14
1942,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,15
1943,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,13
1944,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,12
1945,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,18
1946,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,13
1947,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,31
1948,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,39
1949,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,29
1950,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,20
1951,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,31
1952,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,23
1953,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,26
1954,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,31
1955,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,32
1956,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,36
1957,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,39
1958,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,38
1959,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,42
1960,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,34
1961,Nova Scotia,"Value of honey and wax (dollars x 1,000)",v47901,3.6,42
